network,neg,pos,ratio,mode,h1,h2,lr,bs,best_epoch,best_val_recall,best_val_neg_recall,best_balanced_acc
FullyConnectedPerceptron,1,2,2.0,BCE,256,64,0.003,128,0,0.6482418775558472,0.8766225576400757,0.7624322175979614
FullyConnectedPerceptron,1,2,2.0,BCE,256,64,0.0003,128,0,0.5631413459777832,0.9200741052627563,0.7416077256202698
FullyConnectedPerceptron,1,2,2.0,BCE,256,64,0.006,128,0,0.5769599080085754,0.9220421314239502,0.7495010197162628
FullyConnectedPerceptron,1,2,2.0,BCE,512,256,0.001,64,0,0.6193733811378479,0.9010447263717652,0.7602090537548065
FullyConnectedPerceptron,1,2,2.0,BCE,512,256,0.004,32,0,0.597619354724884,0.9085782170295716,0.7530987858772278
FullyConnectedPerceptron,1,2,2.0,BCE,512,256,0.0005,16,0,0.5947462320327759,0.9215677380561828,0.7581569850444794
FullyConnectedPerceptron,1,2,2.0,BCE,512,32,0.0002,128,0,0.5769599080085754,0.8946859836578369,0.7358229458332062
FullyConnectedPerceptron,1,2,2.0,BCE,512,32,0.004,64,0,0.6372964978218079,0.8937596082687378,0.7655280530452728
FullyConnectedPerceptron,1,2,2.0,BCE,512,64,0.003,32,0,0.6497468948364258,0.8751301765441895,0.7624385356903076
FullyConnectedPerceptron,1,2,2.0,BCE,512,64,0.004,32,0,0.593104362487793,0.9219302535057068,0.7575173079967499
FullyConnectedPerceptron,1,2,2.0,BCE,64,32,0.001,64,0,0.5489122867584229,0.935040295124054,0.7419762909412384
FullyConnectedPerceptron,1,2,2.0,BCE,64,32,0.002,64,0,0.5872212052345276,0.9119545817375184,0.749587893486023
FullyConnectedPerceptron,1,2,2.0,BCE,64,32,0.0006,128,0,0.5346832871437073,0.9244747757911682,0.7295790314674377
FullyConnectedPerceptron,1,2,2.0,BCE,64,64,0.0003,64,0,0.5469968318939209,0.9158464074134828,0.7314216196537018
FullyConnectedPerceptron,1,2,2.0,BCE,64,64,0.0009,128,0,0.572992205619812,0.9155974984169006,0.7442948520183563
FullyConnectedPerceptron,1,2,2.0,weightedBCE,128,128,0.0001,16,0,0.682446300983429,0.8056797385215759,0.7440630197525024
FullyConnectedPerceptron,1,2,2.0,weightedBCE,128,256,0.003,64,0,0.6456423401832581,0.8737688660621643,0.7597056031227112
FullyConnectedPerceptron,1,2,2.0,weightedBCE,128,256,0.0004,64,0,0.702011227607727,0.8169631361961365,0.7594871819019318
FullyConnectedPerceptron,1,2,2.0,weightedBCE,128,256,0.0007,128,0,0.7266383767127991,0.7897610068321228,0.7581996917724609
FullyConnectedPerceptron,1,2,2.0,weightedBCE,128,32,0.004,128,0,0.730469286441803,0.7894768714904785,0.7599730789661407
FullyConnectedPerceptron,1,2,2.0,weightedBCE,128,32,0.005,16,0,0.6916130781173706,0.8303470015525818,0.7609800398349762
FullyConnectedPerceptron,1,2,2.0,weightedBCE,128,64,0.003,128,0,0.6985907554626465,0.824670135974884,0.7616304457187653
FullyConnectedPerceptron,1,2,2.0,weightedBCE,128,64,0.0003,32,0,0.6690381765365601,0.8421187996864319,0.755578488111496
FullyConnectedPerceptron,1,2,2.0,weightedBCE,128,64,0.007,32,0,0.6702695488929749,0.8380811214447021,0.7541753351688385
FullyConnectedPerceptron,1,2,2.0,weightedBCE,128,64,0.007,64,0,0.6720481514930725,0.8597585558891296,0.7659033536911011
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,128,0.0005,16,0,0.6854562759399414,0.8375206589698792,0.7614884674549103
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,128,0.0009,16,0,0.7310165762901306,0.798775315284729,0.7648959457874298
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,256,0.005,32,0,0.6493364572525024,0.868310272693634,0.7588233649730682
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,32,0.002,128,0,0.7403201460838318,0.7849944233894348,0.7626572847366333
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,32,0.0002,64,0,0.6817622184753418,0.8267284035682678,0.7542453110218048
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,32,0.004,128,0,0.6976330280303955,0.8354488015174866,0.766540914773941
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,32,0.005,64,0,0.6895608305931091,0.8363168835639954,0.7629388570785522
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,32,0.0009,64,0,0.7021480202674866,0.8163784742355347,0.7592632472515106
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,64,0.001,128,0,0.6832671761512756,0.8405594229698181,0.7619132995605469
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,64,0.002,128,0,0.6886031031608582,0.8437334895133972,0.7661682963371277
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,64,0.003,128,0,0.7155561447143555,0.8162912726402283,0.7659237086772919
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,64,0.0003,128,0,0.712546169757843,0.8043461441993713,0.7584461569786072
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,64,0.0004,128,0,0.6303187608718872,0.8680738210678101,0.7491962909698486
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,64,0.0005,128,0,0.6868244409561157,0.826580286026001,0.7567023634910583
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,64,0.0006,128,0,0.6772472262382507,0.8423429727554321,0.7597950994968414
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,64,0.0007,128,0,0.703926682472229,0.8153737187385559,0.7596502006053925
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,64,0.0008,128,0,0.670953631401062,0.8574093580245972,0.7641814947128296
FullyConnectedPerceptron,1,2,2.0,weightedBCE,256,64,0.009,64,0,0.669995903968811,0.8569892644882202,0.7634925842285156
FullyConnectedPerceptron,1,2,2.0,weightedBCE,512,128,0.003,16,0,0.6995484828948975,0.8310633897781372,0.7653059363365173
FullyConnectedPerceptron,1,2,2.0,weightedBCE,512,128,0.008,64,0,0.7106307148933411,0.8155519962310791,0.7630913555622101
FullyConnectedPerceptron,1,2,2.0,weightedBCE,512,32,0.001,16,0,0.6739636063575745,0.8486297130584717,0.7612966597080231
FullyConnectedPerceptron,1,2,2.0,weightedBCE,512,32,0.002,64,0,0.7031057476997375,0.8311408758163452,0.7671233117580414
FullyConnectedPerceptron,1,2,2.0,weightedBCE,512,32,0.006,128,0,0.7344369888305664,0.792904257774353,0.7636706233024597
FullyConnectedPerceptron,1,2,2.0,weightedBCE,512,64,0.001,32,0,0.7481187582015991,0.7886907458305359,0.7684047520160675
FullyConnectedPerceptron,1,2,2.0,weightedBCE,512,64,0.002,128,0,0.6839513182640076,0.8536539077758789,0.7688026130199432
FullyConnectedPerceptron,1,2,2.0,weightedBCE,512,64,0.002,64,0,0.6606922745704651,0.8730692267417908,0.7668807506561279
FullyConnectedPerceptron,1,2,2.0,weightedBCE,512,64,0.0003,128,0,0.6706799864768982,0.8503172397613525,0.7604986131191254
FullyConnectedPerceptron,1,2,2.0,weightedBCE,64,128,0.0004,64,0,0.6504309773445129,0.8475663661956787,0.7489986717700958
FullyConnectedPerceptron,1,2,2.0,weightedBCE,64,256,0.0002,32,0,0.6647968292236328,0.8249980807304382,0.7448974549770355
FullyConnectedPerceptron,1,2,2.0,weightedBCE,64,256,0.0006,32,0,0.6776576638221741,0.8438795208930969,0.7607685923576355
FullyConnectedPerceptron,1,2,2.0,weightedBCE,64,32,0.0004,64,0,0.711588442325592,0.8021460175514221,0.7568672299385071
FullyConnectedPerceptron,1,2,2.0,weightedBCE,64,32,0.0007,64,0,0.6883294582366943,0.8243675231933594,0.7563484907150269
FullyConnectedPerceptron,1,3,3.0,BCE,128,256,0.0004,64,0,0.4876847267150879,0.9620556235313416,0.7248701751232147
FullyConnectedPerceptron,1,3,3.0,BCE,128,256,0.0005,16,0,0.5346195697784424,0.9512513279914856,0.742935448884964
FullyConnectedPerceptron,1,3,3.0,BCE,128,32,0.0001,32,0,0.4532019793987274,0.9499173760414124,0.7015596777200699
FullyConnectedPerceptron,1,3,3.0,BCE,128,32,0.0003,128,0,0.4677066206932068,0.9570987224578856,0.7124026715755463
FullyConnectedPerceptron,1,3,3.0,BCE,128,32,0.0003,64,0,0.5897646546363831,0.9216468334197998,0.7557057440280914
FullyConnectedPerceptron,1,3,3.0,BCE,128,64,0.0002,128,0,0.6107006072998047,0.8948175311088562,0.7527590692043304
FullyConnectedPerceptron,1,3,3.0,BCE,128,64,0.0006,128,0,0.5888068079948425,0.9252864122390748,0.7570466101169586
FullyConnectedPerceptron,1,3,3.0,BCE,256,128,0.0001,128,0,0.6086480617523193,0.8946131467819214,0.7516306042671204
FullyConnectedPerceptron,1,3,3.0,BCE,256,128,0.0006,16,0,0.5347564220428467,0.9546904563903807,0.7447234392166138
FullyConnectedPerceptron,1,3,3.0,BCE,256,256,0.0003,64,0,0.5961959362030029,0.9207213521003724,0.7584586441516876
FullyConnectedPerceptron,1,3,3.0,BCE,256,32,0.002,16,0,0.5894909501075745,0.919597625732422,0.7545442879199982
FullyConnectedPerceptron,1,3,3.0,BCE,256,32,0.0008,128,0,0.5288724899291992,0.9499973654747008,0.7394349277019501
FullyConnectedPerceptron,1,3,3.0,BCE,256,64,0.001,128,0,0.5692391991615295,0.9388394951820374,0.7540393471717834
FullyConnectedPerceptron,1,3,3.0,BCE,512,128,0.002,128,0,0.5769020318984985,0.9352129101753236,0.756057471036911
FullyConnectedPerceptron,1,3,3.0,BCE,512,128,0.0002,64,0,0.5146414637565613,0.955716073513031,0.7351787686347961
FullyConnectedPerceptron,1,3,3.0,BCE,512,128,0.003,128,0,0.5703338980674744,0.9391524791717528,0.7547431886196136
FullyConnectedPerceptron,1,3,3.0,BCE,512,128,0.0003,64,0,0.6410782933235168,0.8776178359985352,0.759348064661026
FullyConnectedPerceptron,1,3,3.0,BCE,512,128,0.0004,64,0,0.6331417560577393,0.8969197869300842,0.7650307714939117
FullyConnectedPerceptron,1,3,3.0,BCE,512,128,0.0005,128,0,0.5977011322975159,0.9095503687858582,0.753625750541687
FullyConnectedPerceptron,1,3,3.0,BCE,512,128,0.0007,128,0,0.6145319938659668,0.9117995500564576,0.7631657719612122
FullyConnectedPerceptron,1,3,3.0,BCE,512,128,0.0007,32,0,0.5745757818222046,0.9368659853935242,0.7557208836078644
FullyConnectedPerceptron,1,3,3.0,BCE,512,256,0.001,128,0,0.565544605255127,0.9409361481666564,0.7532403767108917
FullyConnectedPerceptron,1,3,3.0,BCE,512,256,0.001,32,0,0.5997536778450012,0.921001434326172,0.7603775560855865
FullyConnectedPerceptron,1,3,3.0,BCE,512,256,0.0001,32,0,0.587027907371521,0.9202693700790404,0.7536486387252808
FullyConnectedPerceptron,1,3,3.0,BCE,512,256,0.002,64,0,0.5622605085372925,0.9430973529815674,0.7526789307594299
FullyConnectedPerceptron,1,3,3.0,BCE,512,256,0.0002,128,0,0.5435139536857605,0.938765585422516,0.7411397695541382
FullyConnectedPerceptron,1,3,3.0,BCE,512,256,0.0002,64,0,0.4957580864429474,0.9552583694458008,0.7255082279443741
FullyConnectedPerceptron,1,3,3.0,BCE,512,256,0.0004,64,0,0.5852490663528442,0.9315632581710817,0.7584061622619629
FullyConnectedPerceptron,1,3,3.0,BCE,512,256,0.0005,64,0,0.6182265877723694,0.912183940410614,0.7652052640914917
FullyConnectedPerceptron,1,3,3.0,BCE,512,256,0.0006,128,0,0.6360152959823608,0.8859723210334778,0.7609938085079193
FullyConnectedPerceptron,1,3,3.0,BCE,512,256,0.0006,64,0,0.608511209487915,0.9163233637809752,0.7624172866344452
FullyConnectedPerceptron,1,3,3.0,BCE,512,256,0.0008,64,0,0.6211001873016357,0.8957968354225159,0.7584485113620758
FullyConnectedPerceptron,1,3,3.0,BCE,512,256,0.009,16,0,0.5246305465698242,0.927216112613678,0.7259233295917511
FullyConnectedPerceptron,1,3,3.0,BCE,512,256,0.0009,64,0,0.5576081275939941,0.9443321228027344,0.7509701251983643
FullyConnectedPerceptron,1,3,3.0,BCE,512,32,0.0009,32,0,0.5935960412025452,0.924410343170166,0.7590031921863556
FullyConnectedPerceptron,1,3,3.0,BCE,512,64,0.001,64,0,0.5328407287597656,0.956112027168274,0.7444763779640198
FullyConnectedPerceptron,1,3,3.0,BCE,512,64,0.0003,128,0,0.545976996421814,0.9298383593559264,0.7379076778888702
FullyConnectedPerceptron,1,3,3.0,BCE,512,64,0.0005,16,0,0.5762178301811218,0.9390960335731506,0.7576569318771362
FullyConnectedPerceptron,1,3,3.0,BCE,64,128,0.006,128,0,0.4867268800735473,0.9500826001167296,0.7184047400951384
FullyConnectedPerceptron,1,3,3.0,BCE,64,256,0.001,128,0,0.5124521255493164,0.956156313419342,0.7343042194843292
FullyConnectedPerceptron,1,3,3.0,BCE,64,256,0.002,128,0,0.5584291219711304,0.9420726895332336,0.750250905752182
FullyConnectedPerceptron,1,3,3.0,BCE,64,256,0.0004,16,0,0.4815270900726318,0.9633097052574158,0.7224183976650238
FullyConnectedPerceptron,1,3,3.0,BCE,64,256,0.0005,64,0,0.4772851765155792,0.9598982930183412,0.7185917347669601
FullyConnectedPerceptron,1,3,3.0,weightedBCE,128,128,0.002,128,0,0.7023809552192688,0.837468683719635,0.7699248194694519
FullyConnectedPerceptron,1,3,3.0,weightedBCE,128,32,0.0001,16,0,0.6863710880279541,0.8340340852737427,0.7602025866508484
FullyConnectedPerceptron,1,3,3.0,weightedBCE,128,32,0.002,64,0,0.7209907174110413,0.8080618381500244,0.7645262777805328
FullyConnectedPerceptron,1,3,3.0,weightedBCE,128,64,0.01,32,0,0.6954023241996765,0.8283731937408447,0.7618877589702606
FullyConnectedPerceptron,1,3,3.0,weightedBCE,128,64,0.0002,64,0,0.7316639423370361,0.795778751373291,0.7637213468551636
FullyConnectedPerceptron,1,3,3.0,weightedBCE,128,64,0.0003,32,0,0.6892446875572205,0.8395525813102722,0.7643986344337463
FullyConnectedPerceptron,1,3,3.0,weightedBCE,256,128,0.0003,32,0,0.6960864663124084,0.8314041495323181,0.7637453079223633
FullyConnectedPerceptron,1,3,3.0,weightedBCE,256,256,0.001,64,0,0.7092227935791016,0.8313626646995544,0.770292729139328
FullyConnectedPerceptron,1,3,3.0,weightedBCE,256,256,0.0002,64,0,0.7101806402206421,0.8128867149353027,0.7615336775779724
FullyConnectedPerceptron,1,3,3.0,weightedBCE,256,256,0.008,128,0,0.6860974431037903,0.8471235632896423,0.7666105031967163
FullyConnectedPerceptron,1,3,3.0,weightedBCE,256,32,0.001,64,0,0.6591406464576721,0.8831085562705994,0.7711246013641357
FullyConnectedPerceptron,1,3,3.0,weightedBCE,256,32,0.002,128,0,0.719348669052124,0.8239301443099976,0.7716394066810608
FullyConnectedPerceptron,1,3,3.0,weightedBCE,256,32,0.0002,128,0,0.6985495090484619,0.8225105404853821,0.760530024766922
FullyConnectedPerceptron,1,3,3.0,weightedBCE,256,32,0.003,128,0,0.6945812702178955,0.8491525650024414,0.7718669176101685
FullyConnectedPerceptron,1,3,3.0,weightedBCE,256,32,0.004,128,0,0.6840448975563049,0.8645639419555664,0.7743044197559357
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,128,0.0001,64,0,0.7120963335037231,0.8075851202011108,0.759840726852417
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,128,0.0002,128,0,0.715106725692749,0.8047037124633789,0.759905219078064
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,128,0.003,64,0,0.7079912424087524,0.8397636413574219,0.7738774418830872
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,128,0.004,64,0,0.7255063056945801,0.8174051642417908,0.7714557349681854
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,128,0.0004,64,0,0.6966338157653809,0.8397834300994873,0.7682086229324341
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,128,0.0009,64,0,0.7416529655456543,0.8010247945785522,0.7713388800621033
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,256,0.002,64,0,0.7215380668640137,0.8205979466438293,0.7710680067539215
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,256,0.0003,16,0,0.7189381718635559,0.8226473927497864,0.7707927823066711
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,32,0.0001,128,0,0.7118226885795593,0.823413610458374,0.7676181495189667
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,32,0.0002,128,0,0.7060755491256714,0.8198093175888062,0.7629424333572388
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,32,0.0002,32,0,0.7133278846740723,0.8134322762489319,0.7633800804615021
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,32,0.0003,128,0,0.678297758102417,0.8507118821144104,0.7645048201084137
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,32,0.0004,128,0,0.725095808506012,0.8091675639152527,0.7671316862106323
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,32,0.0005,128,0,0.7339901328086853,0.8062828183174133,0.7701364755630493
FullyConnectedPerceptron,1,3,3.0,weightedBCE,512,64,0.0006,32,0,0.704023003578186,0.83891361951828,0.771468311548233
FullyConnectedPerceptron,1,3,3.0,weightedBCE,64,128,0.0001,128,0,0.7011494040489197,0.8174771666526794,0.7593132853507996
FullyConnectedPerceptron,1,3,3.0,weightedBCE,64,128,0.0001,64,0,0.6265736222267151,0.8225348591804504,0.7245542407035828
FullyConnectedPerceptron,1,3,3.0,weightedBCE,64,128,0.003,16,0,0.7224959135055542,0.8075345754623413,0.7650152444839478
FullyConnectedPerceptron,1,3,3.0,weightedBCE,64,256,0.001,16,0,0.7181171178817749,0.8255532383918762,0.7718351781368256
FullyConnectedPerceptron,1,3,3.0,weightedBCE,64,256,0.001,64,0,0.7023809552192688,0.8316513299942017,0.7670161426067352
FullyConnectedPerceptron,1,3,3.0,weightedBCE,64,256,0.002,64,0,0.7044335007667542,0.8391613364219666,0.7717974185943604
FullyConnectedPerceptron,1,3,3.0,weightedBCE,64,256,0.005,64,0,0.7349479794502258,0.7934993505477905,0.7642236649990082
FullyConnectedPerceptron,1,3,3.0,weightedBCE,64,256,0.0006,16,0,0.7215380668640137,0.816317081451416,0.7689275741577148
FullyConnectedPerceptron,1,3,3.0,weightedBCE,64,256,0.0007,16,0,0.6804871559143066,0.8549320101737976,0.7677095830440521
FullyConnectedPerceptron,1,3,3.0,weightedBCE,64,32,0.002,64,0,0.7316639423370361,0.8019962906837463,0.7668301165103912
FullyConnectedPerceptron,1,3,3.0,weightedBCE,64,32,0.0004,16,0,0.7094964385032654,0.815147340297699,0.7623218894004822
FullyConnectedPerceptron,1,3,3.0,weightedBCE,64,64,0.0007,128,0,0.7368637323379517,0.7974293828010559,0.7671465575695038
FullyConnectedPerceptron,1,4,4.0,BCE,128,128,0.0006,64,0,0.524904191493988,0.953604519367218,0.739254355430603
FullyConnectedPerceptron,1,4,4.0,BCE,128,256,0.0002,16,0,0.4837164878845215,0.9623356461524964,0.7230260670185089
FullyConnectedPerceptron,1,4,4.0,BCE,128,32,0.0005,128,0,0.4533388018608093,0.9690056443214417,0.7111722230911255
FullyConnectedPerceptron,1,4,4.0,BCE,128,64,0.0003,64,0,0.4692118167877197,0.9613430500030518,0.7152774333953857
FullyConnectedPerceptron,1,4,4.0,BCE,128,64,0.004,64,0,0.4610016345977783,0.9676923155784608,0.7143469750881195
FullyConnectedPerceptron,1,4,4.0,BCE,128,64,0.008,64,0,0.4975369572639465,0.9544137120246888,0.7259753346443176
FullyConnectedPerceptron,1,4,4.0,BCE,256,128,0.0009,64,0,0.4902846217155456,0.9690849781036376,0.7296847999095916
FullyConnectedPerceptron,1,4,4.0,BCE,256,256,0.001,64,0,0.5057471394538879,0.96084064245224,0.733293890953064
FullyConnectedPerceptron,1,4,4.0,BCE,256,256,0.003,128,0,0.5039682388305664,0.9541949033737184,0.7290815711021423
FullyConnectedPerceptron,1,4,4.0,BCE,256,256,0.0004,32,0,0.5046524405479431,0.9581285119056702,0.7313904762268066
FullyConnectedPerceptron,1,4,4.0,BCE,256,256,0.0005,32,0,0.4730432331562042,0.9710984230041504,0.7220708280801773
FullyConnectedPerceptron,1,4,4.0,BCE,256,256,0.0008,64,0,0.5708812475204468,0.9343880414962769,0.7526346445083618
FullyConnectedPerceptron,1,4,4.0,BCE,256,256,0.0009,64,0,0.488095223903656,0.9683815240859984,0.7282383739948273
FullyConnectedPerceptron,1,4,4.0,BCE,256,32,0.001,64,0,0.5623973608016968,0.9285022616386414,0.7454498112201691
FullyConnectedPerceptron,1,4,4.0,BCE,256,32,0.002,64,0,0.4897372722625732,0.968627393245697,0.7291823327541351
FullyConnectedPerceptron,1,4,4.0,BCE,256,32,0.003,64,0,0.4891899228096008,0.9675663709640504,0.7283781468868256
FullyConnectedPerceptron,1,4,4.0,BCE,256,32,0.0004,32,0,0.5530924797058105,0.9312208890914916,0.7421566843986511
FullyConnectedPerceptron,1,4,4.0,BCE,256,32,0.0004,64,0,0.4697591662406921,0.9642648100852966,0.7170119881629944
FullyConnectedPerceptron,1,4,4.0,BCE,256,64,0.002,64,0,0.4998631775379181,0.9551740288734436,0.7275186032056808
FullyConnectedPerceptron,1,4,4.0,BCE,256,64,0.0003,64,0,0.4627805054187774,0.967642068862915,0.7152112871408463
FullyConnectedPerceptron,1,4,4.0,BCE,256,64,0.004,64,0,0.5480295419692993,0.943138837814331,0.7455841898918152
FullyConnectedPerceptron,1,4,4.0,BCE,256,64,0.0007,64,0,0.5971537828445435,0.9011412262916564,0.7491475045681
FullyConnectedPerceptron,1,4,4.0,BCE,256,64,0.0008,64,0,0.4734537601470947,0.9729534983634948,0.7232036292552948
FullyConnectedPerceptron,1,4,4.0,BCE,512,128,0.0007,32,0,0.4623700082302093,0.9764378666877748,0.719403937458992
FullyConnectedPerceptron,1,4,4.0,BCE,512,256,0.0001,32,0,0.4510125815868377,0.970007598400116,0.7105100899934769
FullyConnectedPerceptron,1,4,4.0,BCE,512,256,0.002,128,0,0.5309250354766846,0.9554718732833862,0.7431984543800354
FullyConnectedPerceptron,1,4,4.0,BCE,512,256,0.0003,128,0,0.4844006597995758,0.9649397730827332,0.7246702164411545
FullyConnectedPerceptron,1,4,4.0,BCE,512,256,0.0003,32,0,0.5515872836112976,0.9436709880828856,0.7476291358470917
FullyConnectedPerceptron,1,4,4.0,BCE,512,256,0.0004,32,0,0.6015325784683228,0.892684280872345,0.7471084296703339
FullyConnectedPerceptron,1,4,4.0,BCE,512,256,0.0006,32,0,0.4928845167160034,0.965324342250824,0.7291044294834137
FullyConnectedPerceptron,1,4,4.0,BCE,512,256,0.0009,64,0,0.495210736989975,0.9673381447792052,0.7312744408845901
FullyConnectedPerceptron,1,4,4.0,BCE,512,32,0.0002,32,0,0.4845374822616577,0.9670624136924744,0.725799947977066
FullyConnectedPerceptron,1,4,4.0,BCE,512,32,0.0004,32,0,0.532567024230957,0.9568431377410888,0.744705080986023
FullyConnectedPerceptron,1,4,4.0,BCE,512,32,0.0007,32,0,0.5050629377365112,0.9633188247680664,0.7341908812522888
FullyConnectedPerceptron,1,4,4.0,BCE,512,64,0.005,16,0,0.456075519323349,0.9681662917137146,0.7121209055185318
FullyConnectedPerceptron,1,4,4.0,BCE,64,128,0.0001,16,0,0.4170771837234497,0.9627559185028076,0.6899165511131287
FullyConnectedPerceptron,1,4,4.0,BCE,64,128,0.0006,16,0,0.4380131363868713,0.9744374752044678,0.7062253057956696
FullyConnectedPerceptron,1,4,4.0,BCE,64,128,0.007,32,0,0.3988779485225677,0.9756658673286438,0.6872719079256058
FullyConnectedPerceptron,1,4,4.0,BCE,64,256,0.002,128,0,0.4819376170635223,0.9630982875823976,0.7225179523229599
FullyConnectedPerceptron,1,4,4.0,BCE,64,64,0.0002,16,0,0.411603718996048,0.9724330306053162,0.6920183748006821
FullyConnectedPerceptron,1,4,4.0,BCE,64,64,0.009,16,0,0.4351395666599273,0.9557774066925048,0.695458486676216
FullyConnectedPerceptron,1,4,4.0,weightedBCE,128,128,0.001,32,0,0.6904761791229248,0.8426674008369446,0.7665717899799347
FullyConnectedPerceptron,1,4,4.0,weightedBCE,128,128,0.0009,128,0,0.7066228985786438,0.8142492175102234,0.7604360580444336
FullyConnectedPerceptron,1,4,4.0,weightedBCE,128,256,0.001,16,0,0.7073070406913757,0.8251452445983887,0.7662261426448822
FullyConnectedPerceptron,1,4,4.0,weightedBCE,128,256,0.002,32,0,0.6732348203659058,0.8582553267478943,0.7657450735569
FullyConnectedPerceptron,1,4,4.0,weightedBCE,128,256,0.0002,32,0,0.703201949596405,0.8240452408790588,0.7636235952377319
FullyConnectedPerceptron,1,4,4.0,weightedBCE,128,64,0.0002,128,0,0.651888370513916,0.8239025473594666,0.7378954589366913
